idade,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,media_notas,min_nota,max_nota,std_notas,anos_no_programa,media_indicadores,ratio_ida_ieg,ratio_ipv_ips,genero,instituicao,target
11,9.168,9.241269841333333,7.51,8.75,8.5,7.5,8.0,10.0,8.056666667,8.5,7.5,10.0,1.3228756555322954,3,8.495187301666666,0.9196874951633907,1.0726490037278658,Feminino,Privada - Programa de Apadrinhamento,0
13,7.083,9.382456140333334,7.51,9.166666667,6.5,9.0,6.0,4.5,8.893333333,6.5,4.5,9.0,2.29128784747792,2,7.873757894666667,0.6927085183529293,1.1840411839968046,Feminino,Pública,0
14,9.585,7.682352941333334,7.51,7.1875,5.666666666666667,8.5,3.5,5.0,6.33,5.666666666666667,3.5,8.5,2.565800719723442,1,7.3548039216,0.7375252327902693,0.8427639462122221,Feminino,Pública,1
7,9.002,8.875,6.885,6.5625,8.75,10.0,7.5,,5.915,8.75,7.5,10.0,1.7677669529663689,0,7.8854,0.9858044164037856,0.8589892535579436,Masculino,Pública,0
24,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
15,9.168,5.565079365,8.13,7.03125,3.5,1.0,2.5,7.0,6.7475,3.5,1.0,7.0,3.122498999199199,1,6.622115873,0.6288088563753348,0.8298487270938383,Masculino,Pública,1
12,7.918,5.520833333500001,6.26,6.458333333,4.5,5.0,4.0,,5.44,4.5,4.0,5.0,0.7071067811865476,0,5.9277666667,0.8149467266060502,0.8688707874141511,Masculino,Pública,1
14,7.917,5.222222222333333,7.51,7.916666667,4.0,3.5,,4.5,7.44,4.0,3.5,4.5,0.7071067811865476,0,6.417844444466667,0.7658108021705246,0.9905471974437492,Masculino,Pública,0
12,7.917,6.108152734666667,2.51,7.65625,7.833333333333333,7.0,8.0,8.5,7.625,7.833333333333333,7.0,8.5,0.7637626158259734,3,6.3986972136,1.2822290870029691,3.036638789326962,Feminino,Privada,0
10,9.002,7.9575163395,8.135,7.8125,6.0,6.0,6.0,,6.493333333,6.0,6.0,6.0,0.0,0,7.5175699345,0.7539093650182735,0.7980989838987218,Feminino,Pública,1
15,9.168,10.0,7.51,8.333333333,9.333333333333334,10.0,8.0,10.0,8.726666667,9.333333333333334,8.0,10.0,1.1547005383792517,3,8.947600000066666,0.9332400093324003,1.1618515067234723,Masculino,Privada - Programa de Apadrinhamento,0
12,8.002,8.219461698,7.51,7.916666667,4.0,8.0,0.0,,7.213333333,4.0,0.0,8.0,5.656854249492381,2,6.9889590062,0.4865906742164107,0.9603692361869258,Masculino,Pública,0
12,9.002,5.793478261000001,6.26,6.666666667,5.0,5.0,5.0,,5.663333333,5.0,5.0,5.0,0.0,0,6.3437623188000005,0.8628904579127904,0.9045413405206836,Masculino,Pública,1
21,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada - Pagamento por *Empresa Parceira,0
12,7.917,5.278195488666667,2.51,6.71875,3.8333333333333335,1.0,4.5,6.0,6.1625,3.8333333333333335,1.0,6.0,2.565800719723442,3,5.140205764399999,0.7261207397154928,2.4542015133412987,Feminino,Pública,0
16,7.083,6.645021645,5.0,6.75,5.0,1.0,8.0,6.0,7.064,5.0,1.0,8.0,3.605551275463989,3,6.158404329,0.7523297796903278,1.4125174965006997,Masculino,Pública,1
11,9.002,6.777777778,7.51,6.875,7.5,8.0,7.0,,7.163333333,7.5,7.0,8.0,0.7071067811865476,0,7.5906222221999995,1.1063941385334493,0.9537123329782985,Masculino,Pública,1
12,8.334,6.8300751879999995,2.51,7.083333333,4.0,7.5,3.5,1.0,6.94,4.0,1.0,7.5,3.278719262151,2,5.722815037599999,0.5855593577752902,2.76383910792513,Masculino,Pública,0
11,8.002,7.960662526,5.625,6.71875,7.5,7.0,8.0,,6.2875,7.5,7.0,8.0,0.7071067811865476,0,7.075032505200001,0.942014306121068,1.1175790970494133,Feminino,Pública,0
10,7.418,7.845238095,7.51,7.708333333,5.25,5.0,5.5,,8.0,5.25,5.0,5.5,0.3535533905932738,3,7.204647618999999,0.6691104624196342,1.0651045133803754,Feminino,Pública,0
17,7.5,7.112887113,7.51,7.1875,4.333333333333333,3.0,2.0,8.0,6.896,4.333333333333333,2.0,8.0,3.214550253664318,0,6.670444089266665,0.6091372079006636,0.9181200905338837,Masculino,Pública,0
13,8.751,9.526143791,7.51,7.96875,7.5,8.0,5.0,9.5,7.2075,7.5,5.0,9.5,2.29128784747792,3,8.0989287582,0.7872243942707172,0.9595925975236319,Masculino,Pública,0
17,10.002,9.081527348,8.13,8.28125,8.0,8.0,6.0,10.0,7.663333333,8.0,6.0,10.0,2.0,1,8.575372136199999,0.8808121014644261,0.9424834993235763,Masculino,Pública,0
11,8.002,6.666666667,6.255,6.875,4.25,4.0,4.5,,7.1225,4.25,4.0,4.5,0.3535533905932738,0,6.4592333334,0.6374043893097333,1.1385070332480818,Masculino,Pública,0
15,7.917,9.140350877333333,5.01,7.34375,6.833333333333333,5.5,9.0,6.0,7.54,6.833333333333333,5.5,9.0,1.8929694486000912,2,7.2881368421333335,0.7475189854354127,1.5046896826980642,Feminino,Pública,0
16,8.751,7.063851181666667,7.51,7.5,6.666666666666667,7.0,6.0,7.0,7.106666667,6.666666666666667,6.0,7.0,0.5773502691896258,3,7.419636903066667,0.9436386549750274,0.9461678427639462,Feminino,Pública,1
9,8.002,9.25,5.01,8.125,8.75,10.0,7.5,,7.665,8.75,7.5,10.0,1.7677669529663689,1,7.7354,0.9458436925737759,1.5296348034324485,Feminino,Pública,1
17,9.585,9.824561403666666,7.51,9.0625,7.333333333333333,8.0,6.5,7.5,8.62,7.333333333333333,6.5,8.0,0.7637626158259734,3,8.5745789474,0.7463526033837321,1.1476501131673544,Masculino,Privada - Programa de Apadrinhamento,0
18,7.5,8.412698412666666,5.635,6.71875,7.166666666666667,6.5,5.5,9.5,6.43,7.166666666666667,5.5,9.5,2.0816659994661326,3,7.028873015866667,0.8517855424764672,1.1408800567778565,Masculino,Privada - Programa de Apadrinhamento,1
14,10.002,10.0,6.26,8.229166667,9.0,10.0,7.5,9.5,8.8375,9.0,7.5,10.0,1.3228756555322954,2,8.8199,0.8999100089991001,1.4115157323111325,Masculino,Pública,0
19,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada - Pagamento por *Empresa Parceira,0
9,8.502,8.4444444445,7.51,7.5,5.0,5.0,5.0,,7.5,5.0,5.0,5.0,0.0,1,7.3912888889,0.5920351537279004,0.998535481294102,Feminino,Pública,1
10,9.002,10.0,7.51,7.5,8.5,9.0,8.0,,7.386666667,8.5,8.0,9.0,0.7071067811865476,2,8.4797333334,0.8499150084991501,0.9834465007322594,Feminino,Pública,0
18,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada *Parcerias com Bolsa 100%,0
17,9.168,9.682539682666667,5.635,6.796875,8.166666666666666,9.0,7.5,8.0,7.134,8.166666666666666,7.5,9.0,0.7637626158259734,3,7.957241269866666,0.8433555222874575,1.265791341376863,Masculino,Pública,1
15,7.083,8.714912280666667,5.635,7.5,6.5,5.5,7.0,7.0,7.1225,6.5,5.5,7.0,0.8660254037844386,3,7.011082456133333,0.7457624389380414,1.2637508871540097,Masculino,Pública,0
9,9.002,9.230769231,8.13,8.4375,8.75,10.0,7.5,,7.665,8.75,7.5,10.0,1.7677669529663689,0,8.5555538462,0.947813986794402,0.9426884762021891,Masculino,Pública,1
15,9.585,9.082539682666665,7.51,7.96875,7.0,8.0,6.0,7.0,8.466,7.0,6.0,8.0,1.0,1,8.328707936533332,0.7706246952779319,1.1271468512847822,Masculino,Pública,1
12,9.585,6.0,6.26,7.8125,3.25,3.5,3.0,,6.163333333,3.25,3.0,3.5,0.3535533905932738,1,6.2516666666,0.5415764039326778,0.9844007878933078,Masculino,Pública,0
14,8.334,8.401559454333333,7.51,8.4375,8.833333333333334,9.0,10.0,7.5,8.2925,8.833333333333334,7.5,10.0,1.2583057392117918,2,8.274278557533332,1.051266983749558,1.1040473971508455,Feminino,Pública,0
11,9.502,3.5714285715,7.51,5.78125,4.75,3.5,6.0,,4.995,4.75,3.5,6.0,1.7677669529663689,1,6.065685714300001,1.329627704216227,0.6650246305418719,Masculino,Pública,1
8,10.002,9.0833333335,3.76,7.5,8.0,10.0,6.0,,7.046666667,8.0,6.0,10.0,2.8284271247461903,0,7.578400000100001,0.8806369940762367,1.8736151733581496,Masculino,Pública,0
15,8.334,7.614522417333333,6.26,7.96875,3.6666666666666665,2.0,5.0,4.0,7.875,3.6666666666666665,2.0,5.0,1.5275252316519468,2,6.7500378168,0.48147276913283565,1.2577862961188309,Masculino,Pública,0
23,,0.0,,,8.0,7.0,7.0,10.0,,8.0,7.0,10.0,1.7320508075688772,1,4.0,8000.0,,Feminino,Concluiu o 3º EM,0
14,7.917,8.429629629666666,7.51,6.25,6.0,9.0,3.0,6.0,5.67,6.0,3.0,9.0,3.0,3,7.105325925933333,0.7116906166636134,0.7548928238583411,Feminino,Pública,0
14,9.168,8.898245614,5.635,7.5,5.0,3.0,4.0,8.0,7.625,5.0,3.0,8.0,2.6457513110645907,2,7.2652491228,0.5618453762119078,1.3529098651525904,Masculino,Pública,0
13,8.334,9.557894737,6.26,7.8125,4.0,3.0,4.5,4.5,7.96,4.0,3.0,4.5,0.8660254037844386,3,7.2223789474,0.41845842119351295,1.271362402172177,Feminino,Privada - Programa de Apadrinhamento,0
8,9.002,9.347826087,2.51,7.8125,10.0,10.0,10.0,,7.89,10.0,10.0,10.0,0.0,0,7.749965217400001,1.0696530138586586,3.1421744324970136,Feminino,Pública,0
14,7.5,3.074074074,6.26,6.354166667,4.166666666666667,3.0,3.5,6.0,6.1175,4.166666666666667,3.0,6.0,1.607275126832159,3,5.423648148133333,1.3549809098571546,0.9770803386040567,Feminino,Pública,0
14,6.666,7.435897436,7.51,8.125,5.5,6.0,5.5,5.0,6.964,5.5,5.0,6.0,0.5,0,6.8151794872,0.7395557149108973,0.9271734788976169,Feminino,Pública,1
15,9.585,9.621,6.26,7.5,7.650000000000001,8.05,8.05,6.85,7.5,7.650000000000001,6.85,8.05,0.6928203230275516,3,8.1232,0.795053003533569,1.1978917105893627,Masculino,Privada *Parcerias com Bolsa 100%,0
12,7.083,5.733333333333333,7.51,7.291666667,8.0,8.5,7.5,8.0,6.553333333,8.0,7.5,8.5,0.5,2,6.975933333266665,1.3951055048538046,0.8724981138330449,Feminino,Pública,0
10,9.002,9.7727272725,6.88,8.4375,9.0,10.0,8.0,,8.84,9.0,8.0,10.0,1.4142135623730951,1,8.6989454545,0.9208360074997173,1.2846969917163202,Feminino,Pública,0
9,10.002,9.5,8.13,8.4375,8.5,8.0,9.0,,7.665,8.5,8.0,9.0,0.7071067811865476,0,8.759400000000001,0.8946426691927166,0.9426884762021891,Masculino,Pública,1
15,8.751,8.954191033333332,5.63,7.8125,7.5,8.0,8.5,6.0,7.58,7.5,6.0,8.5,1.3228756555322954,3,7.683038206666666,0.8375030719147399,1.3461196945480376,Masculino,Pública,1
17,8.751,6.361737677333333,5.635,7.875,6.666666666666667,4.0,10.0,6.0,8.502,6.666666666666667,4.0,10.0,3.0550504633038935,3,7.1832808688,1.0477670155122145,1.508516678495387,Feminino,Pública,1
10,9.002,10.0,6.26,8.125,7.0,7.0,7.0,,7.946666667,7.0,7.0,7.0,0.0,0,8.0417333334,0.6999300069993001,1.2692328169621465,Feminino,Pública,1
15,9.585,5.222222222,7.51,7.03125,4.333333333333333,5.0,3.0,5.0,6.2025,4.333333333333333,3.0,5.0,1.1547005383792517,0,6.570611111066666,0.829628369071013,0.8257888430302223,Masculino,Pública,1
12,6.249,5.938735178,4.38,4.0625,3.75,0.5,7.0,,3.176666667,3.75,0.5,7.0,4.596194077712559,3,4.698880368999999,0.6313412782929293,0.7251008141976718,Masculino,Pública,1
10,8.502,7.638888889,7.51,7.1875,6.5,7.0,6.0,,7.11,6.5,6.0,7.0,0.7071067811865476,0,7.4521777778,0.8507977137414622,0.9466116362668087,Masculino,Pública,1
10,8.002,8.7757437075,7.51,8.125,4.5,3.5,5.5,,7.723333333,4.5,3.5,5.5,1.4142135623730951,2,7.3022154080999995,0.5127186289095591,1.0282696489149248,Feminino,Pública,0
11,8.502,9.128787879,7.51,7.916666667,8.25,8.5,8.0,,6.833333333,8.25,8.0,8.5,0.3535533905932738,0,8.0448242424,0.9036354523609846,0.909776771801358,Masculino,Pública,1
12,10.002,9.782608695499999,5.01,7.65625,7.25,6.0,8.5,,7.875,7.25,6.0,8.5,1.7677669529663689,2,7.9839217390999995,0.741035360841308,1.5715426062662143,Feminino,Pública,0
17,7.083,7.777777777666667,7.51,7.65625,7.833333333333333,6.0,7.5,10.0,8.172,7.833333333333333,6.0,10.0,2.0207259421636903,0,7.6752222222,1.0070133840078705,1.0880042604180535,Feminino,Pública,1
8,9.002,7.010869565,6.26,6.25,6.0,6.0,6.0,,6.99,6.0,6.0,6.0,0.0,1,7.052573913000001,0.85569190133673,1.1164350742692861,Feminino,Pública,1
12,9.168,4.840909091,7.51,6.666666667,7.25,8.0,6.5,,6.723333333,7.25,6.5,8.0,1.0606601717798212,3,7.0984484848,1.497343271784282,0.8951315847423779,Masculino,Pública,1
9,9.002,8.20855615,7.51,7.5,7.75,9.0,6.5,,7.5,7.75,6.5,9.0,1.7677669529663689,0,7.99411123,0.9440218031762899,0.998535481294102,Feminino,Pública,1
7,9.002,9.1666666665,7.51,7.5,7.5,8.0,7.0,,8.223333333,7.5,7.0,8.0,0.7071067811865476,0,8.2803999999,0.8180925717343217,1.094838681001198,Feminino,Pública,0
13,9.168,3.7546583853333337,8.13,7.1875,3.6666666666666665,3.5,3.5,4.0,5.422,3.6666666666666665,3.5,4.0,0.2886751345948129,1,6.0282650104,0.9763046290327685,0.6668306481367605,Masculino,Pública,0
19,,0.0,,,,,,,,,,,,2,0.0,,,Masculino,Privada *Parcerias com Bolsa 100%,0
9,10.002,10.0,7.51,8.958333333,8.0,7.0,9.0,,8.59,8.0,7.0,9.0,1.4142135623730951,1,8.820400000000001,0.7999200079992002,1.143655971242178,Feminino,Pública,0
14,9.168,9.431818181666666,7.51,8.125,8.5,9.0,8.5,8.0,8.674,8.5,8.0,9.0,0.5,3,8.656763636333332,0.9011092799944282,1.154839568632672,Masculino,Privada - Programa de Apadrinhamento,0
19,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada *Parcerias com Bolsa 100%,0
15,8.334,9.153439153333332,7.51,7.8125,5.5,6.0,5.5,5.0,8.1675,5.5,5.0,6.0,0.5,0,7.7329878306666675,0.6008014153436511,1.0874051391292772,Feminino,Pública,1
10,10.002,9.2727272725,6.255,7.5,7.75,6.0,9.5,,7.92,7.75,6.0,9.5,2.4748737341529163,2,8.239945454499999,0.8356941898627526,1.2659846547314577,Masculino,Pública,1
14,8.334,8.674509804,6.885,6.625,5.833333333333333,5.5,5.5,6.5,6.598,5.833333333333333,5.5,6.5,0.5773502691896258,0,7.264968627466667,0.6723908410136048,0.9581760092942201,Feminino,Pública,1
16,9.168,6.120448179333334,6.26,7.65625,5.0,0.0,6.0,9.0,8.556666667,5.0,0.0,9.0,4.58257569495584,0,7.021022969266667,0.8168001841264517,1.366661342756748,Masculino,Pública,1
17,8.751,0.0,7.195,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,3,4.6892,0.0,1.0422456920511394,Feminino,Privada - Programa de Apadrinhamento,0
14,9.585,9.523809524,5.625,7.34375,5.333333333333333,4.0,3.5,8.5,6.955,5.333333333333333,3.5,8.5,2.753785273643051,2,7.404428571466667,0.5599412061621541,1.2362246711695697,Masculino,Privada,0
11,9.502,10.0,5.63,8.958333333,6.0,6.0,6.0,,8.17,6.0,6.0,6.0,0.0,2,7.8604,0.5999400059994001,1.4508968211685314,Feminino,Pública,1
11,9.002,8.1136363635,7.51,8.75,6.25,6.5,6.0,,8.165,6.25,6.0,6.5,0.3535533905932738,0,7.8081272727,0.7702131950253227,1.0870722939688455,Masculino,Pública,1
16,8.751,9.523809523666666,7.51,8.333333333,9.0,9.0,8.0,10.0,8.56,9.0,8.0,10.0,1.0,1,8.668961904733333,0.9449007854317033,1.1396618293170018,Masculino,Pública,1
23,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada,0
16,8.334,8.380952380666665,7.51,8.59375,8.333333333333334,7.0,8.0,10.0,8.44,8.333333333333334,7.0,10.0,1.5275252316519468,3,8.1996571428,0.9941995557687165,1.123685261616296,Feminino,Privada - Programa de Apadrinhamento,0
10,10.002,10.0,7.51,9.0625,9.75,10.0,9.5,,9.09,9.75,9.5,10.0,0.3535533905932738,2,9.2704,0.9749025097490251,1.2102250033284516,Masculino,Pública,1
10,7.502,9.4736842105,5.635,6.458333333,9.0,8.0,10.0,,7.7525,9.0,8.0,10.0,1.4142135623730951,3,7.872636842099999,0.94989973280862,1.3755322924059616,Masculino,Pública,1
12,8.751,5.627886710333333,8.755,7.96875,8.166666666666666,8.0,7.0,9.5,7.545,8.166666666666666,7.0,9.5,1.2583057392117918,1,7.7691106754,1.4508493574181474,0.8616948378254911,Masculino,Pública,0
20,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada *Parcerias com Bolsa 100%,0
15,6.666,9.629629629666667,8.76,7.291666667,4.0,3.0,,5.0,7.22,4.0,3.0,5.0,1.4142135623730951,0,7.255125925933333,0.41534148376739594,0.8241068371190504,Masculino,Pública,1
16,9.168,8.761904762,5.635,7.8125,5.666666666666667,7.0,3.5,6.5,7.872,5.666666666666667,3.5,7.0,1.8929694486000912,3,7.420714285733334,0.6466653262329118,1.396735273243435,Feminino,Privada - Programa de Apadrinhamento,0
12,8.502,9.722222222,7.51,9.0625,10.0,10.0,10.0,,8.113333333,10.0,10.0,10.0,0.0,0,8.769511111,1.0284656435573134,1.080193493942218,Masculino,Pública,0
23,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
12,9.168,7.161904762,8.135,7.96875,6.0,7.0,5.5,5.5,7.5,6.0,5.5,7.0,0.8660254037844386,3,7.5929809524,0.8376489984664688,0.9218289085545723,Feminino,Pública,0
18,7.5,8.571428571333334,5.005,6.5625,9.0,10.0,7.0,10.0,8.466,9.0,7.0,10.0,1.7320508075688772,1,7.708485714266667,1.0498775143016634,1.691170595285657,Masculino,Concluiu o 3º EM,1
16,9.168,9.333333333333334,6.26,7.875,7.5,9.0,6.5,7.0,7.798,7.5,6.5,9.0,1.3228756555322954,3,8.011866666666666,0.8034853408563368,1.2454879412234467,Feminino,Privada - Programa de Apadrinhamento,0
19,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada *Parcerias com Bolsa 100%,0
14,7.5,9.848484848333333,6.26,7.96875,8.333333333333334,7.0,8.0,10.0,8.795,8.333333333333334,7.0,10.0,1.5275252316519468,3,8.147363636333335,0.8460679377301086,1.4047276792844594,Feminino,Privada - Programa de Apadrinhamento,0
9,9.002,8.9444444445,7.51,7.5,8.75,10.0,7.5,,7.5,8.75,7.5,10.0,1.7677669529663689,1,8.3412888889,0.9781515110051165,0.998535481294102,Feminino,Privada,1
12,8.502,6.1965811965,7.51,7.1875,4.25,4.0,4.5,,6.0325,4.25,4.0,4.5,0.3535533905932738,0,6.4982162393,0.6857514028860371,0.8031553721208893,Masculino,Pública,0
12,0.0,6.6428571430000005,5.635,6.666666667,3.0,2.5,3.5,,6.606666667,3.0,2.5,3.5,0.7071067811865476,3,4.376904762000001,0.45154492871069846,1.1722261651880765,Feminino,Pública,1
8,9.502,9.761904762,7.51,7.5,9.0,10.0,8.0,,5.575,9.0,8.0,10.0,1.4142135623730951,0,8.269780952400001,0.9218567853934782,0.7422447077619492,Masculino,Pública,1
12,9.502,7.460526316,7.51,6.875,3.25,2.5,4.0,,6.27,3.25,2.5,4.0,1.0606601717798212,0,6.798505263199999,0.435567719305756,0.8347756623618692,Masculino,Pública,0
17,9.585,6.633138401666667,6.255,5.416666667,3.6666666666666665,3.0,2.0,6.0,5.833333333,3.6666666666666665,2.0,6.0,2.081665999466133,3,6.394627680266667,0.5526967399030303,0.9324381926150894,Masculino,Pública,1
9,8.502,8.7857142855,2.51,5.625,5.0,5.0,5.0,,6.165,5.0,5.0,5.0,0.0,0,6.192542857099999,0.5690409221853377,2.4551971326164876,Masculino,Pública,1
12,8.502,7.8468899525,7.51,7.1875,4.0,3.5,4.5,,5.946666667,4.0,3.5,4.5,0.7071067811865476,0,6.761111323900001,0.5096911429964397,0.7917276883237917,Masculino,Pública,1
11,10.002,9.523809524,7.51,7.5,6.0,6.0,6.0,,7.276666667,6.0,6.0,6.0,0.0,2,8.0624952382,0.6299338569324234,0.9688013136732792,Feminino,Pública,0
22,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
8,10.002,5.416666667,2.51,6.25,4.0,4.0,4.0,,4.996666667,4.0,4.0,4.0,0.0,0,5.3850666668,0.7383252322193855,1.9899110581441661,Masculino,Pública,0
8,9.502,8.6842105265,3.755,5.9375,7.25,8.5,6.0,,5.16,7.25,6.0,8.5,1.7677669529663689,0,6.870242105299999,0.8347523618315369,1.3738019169329074,Masculino,Pública,1
11,7.502,10.0,7.51,9.375,8.5,9.0,8.0,,9.345,8.5,8.0,9.0,0.7071067811865476,0,8.5714,0.8499150084991501,1.2441752096924512,Feminino,Pública,1
14,8.334,6.656346749333334,5.635,5.25,5.333333333333333,1.0,7.0,8.0,6.5375,5.333333333333333,1.0,8.0,3.7859388972001824,3,6.499236016533333,0.8011199557642709,1.1599538679914831,Masculino,Pública,0
10,9.502,9.761904762,6.26,8.958333333,9.5,10.0,9.0,,8.085,9.5,9.0,10.0,0.7071067811865476,2,8.6217809524,0.9730710512486714,1.291327264015333,Feminino,Pública,1
10,10.002,10.0,7.51,8.90625,9.25,9.0,9.5,,9.085,9.25,9.0,9.5,0.3535533905932738,2,9.1694,0.9249075092490752,1.209559313007589,Feminino,Pública,1
8,8.502,7.8863636365000005,2.51,6.875,5.25,6.5,4.0,,7.0,5.25,4.0,6.5,1.7677669529663689,1,6.2296727273000005,0.6656216502691481,2.7877339705296698,Feminino,Pública,1
17,9.585,8.645502645666667,7.51,7.1875,7.25,8.75,3.0,10.0,7.266,7.25,3.0,10.0,3.7332961307670196,0,8.051300529133332,0.8384893056886362,0.967381174277726,Feminino,Pública,1
14,7.917,8.454106280333333,5.635,7.8125,4.666666666666667,0.0,6.0,8.0,7.366,4.666666666666667,0.0,8.0,4.163331998932266,3,6.8077545894,0.5519347139989693,1.3069552874378991,Masculino,Pública,0
10,9.002,5.75,7.51,6.25,8.0,7.0,9.0,,5.745,8.0,7.0,9.0,1.4142135623730951,2,7.2014,1.3910624239262737,0.7648781786712822,Masculino,Pública,1
10,9.502,10.0,7.51,6.875,7.75,9.0,6.5,,7.553333333,7.75,6.5,9.0,1.7677669529663689,0,8.4630666666,0.7749225077492251,1.0056361780055918,Masculino,Pública,1
21,,0.0,,,,,,,,,,,,2,0.0,,,Masculino,Pública,0
11,8.334,9.109090909,8.135,7.1875,5.5,6.5,4.5,5.5,7.415,5.5,4.5,6.5,1.0,3,7.698618181799999,0.6037261378551628,0.9113815142576206,Feminino,Pública,0
10,9.002,9.337121212,7.51,6.25,9.0,10.0,8.0,,6.5,9.0,8.0,10.0,1.4142135623730951,0,8.2698242424,0.9637913018771384,0.865397417121555,Masculino,Pública,1
7,9.002,9.7916666665,6.88,7.5,10.0,10.0,10.0,,8.42,10.0,10.0,10.0,0.0,0,8.818733333299999,1.0211723058244466,1.2236593518383956,Feminino,Pública,0
16,7.5,8.412698412666666,7.51,8.125,2.8333333333333335,2.0,0.0,6.5,8.28,2.8333333333333335,0.0,6.5,3.3291640592396963,0,6.9072063492,0.3367524237697661,1.1023831713486885,Feminino,Pública,1
14,8.751,6.004481792666667,8.76,8.333333333,3.6666666666666665,5.5,4.0,1.5,7.333333333,3.6666666666666665,1.5,5.5,2.0207259421636903,3,6.903096358466667,0.6105532900198044,0.8370429554845338,Feminino,Pública,0
12,9.585,9.824561403666666,7.51,7.8125,7.666666666666667,6.0,8.0,9.0,7.7925,7.666666666666667,6.0,9.0,1.5275252316519465,3,8.475745614066664,0.7802777217193564,1.037478365064572,Masculino,Pública,0
17,7.5,9.619047619,9.38,8.75,8.0,7.5,7.0,9.5,8.283333333,8.0,7.0,9.5,1.3228756555322954,3,8.556476190400002,0.8315967151970914,0.8829904416373521,Feminino,Privada - Programa de Apadrinhamento,0
8,8.002,8.6607142855,7.51,6.875,3.0,2.0,4.0,,5.33,3.0,2.0,4.0,1.4142135623730951,0,6.500542857099999,0.34635176145466967,0.7096258820396751,Masculino,Pública,1
10,7.418,8.3333333335,7.51,7.96875,6.75,6.5,7.0,,7.04,6.75,6.5,7.0,0.3535533905932738,0,7.410266666699999,0.8099028116464043,0.9372919717747303,Feminino,Pública,1
14,8.334,9.060606060666666,8.75,7.65625,3.75,4.0,3.5,,7.3325,3.75,3.5,4.0,0.3535533905932738,0,7.4454212121333345,0.41383392468113,0.837904239515484,Feminino,Pública,1
16,8.334,7.880952381,6.26,7.65625,7.5,8.5,6.0,8.0,7.75,7.5,6.0,8.5,1.3228756555322954,3,7.544990476200001,0.9515408920864933,1.2378214342756748,Feminino,Pública,1
9,8.502,8.14171123,7.51,7.1875,4.75,3.0,6.5,,6.83,4.75,3.0,6.5,2.4748737341529163,1,7.146742246,0.5833437863422796,0.9093329782984956,Feminino,Pública,1
17,8.334,8.668046928999999,3.755,6.25,7.666666666666667,9.0,4.5,9.5,6.993333333,7.666666666666667,4.5,9.5,2.753785273643051,2,7.083409385733333,0.8843724955531,1.8619098330670927,Masculino,Pública,1
10,9.002,7.8571428569999995,7.51,7.5,7.0,6.0,8.0,,7.125,7.0,6.0,8.0,1.4142135623730951,2,7.6988285714,0.8907957169249513,0.9486087072293968,Masculino,Pública,0
11,8.502,8.8636363635,6.26,8.75,7.25,8.0,6.5,,8.003333333,7.25,6.5,8.0,1.0606601717798212,2,7.7757939393,0.8178564469775389,1.2782835542245647,Masculino,Pública,0
21,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
13,7.5,6.194444444333333,6.885,7.0,2.6666666666666665,1.5,3.5,3.0,5.534,2.6666666666666665,1.5,3.5,1.0408329997330663,3,5.7560222222,0.430423788095741,0.8036595991867557,Feminino,Pública,0
9,9.502,9.3073593075,6.26,7.8125,8.75,9.5,8.0,,8.616666667,8.75,8.0,9.5,1.0606601717798212,1,8.4872051949,0.9400152820647872,1.376244476441463,Feminino,Pública,0
16,0.0,5.571428571333333,7.51,6.875,3.25,0.5,6.0,,6.1175,3.25,0.5,6.0,3.8890872965260113,0,4.489785714266667,0.5832286512776892,0.8144721075755558,Feminino,Pública,1
17,6.666,8.658008657666668,7.51,7.291666667,7.666666666666667,6.0,7.0,10.0,7.5,7.666666666666667,6.0,10.0,2.0816659994661326,1,7.6001350648666675,0.8853977365963962,0.998535481294102,Masculino,Pública,1
14,8.334,8.456140351,6.26,8.020833333,7.333333333333333,8.0,6.0,8.0,8.125,7.333333333333333,6.0,8.0,1.1547005383792517,3,7.701694736866665,0.8671173740738755,1.297716019805143,Feminino,Pública,0
10,10.002,9.0454545455,6.26,7.5,8.75,10.0,7.5,,8.003333333,8.75,7.5,10.0,1.7677669529663689,1,8.4121575757,0.9672297534897286,1.2782835542245647,Feminino,Pública,1
13,8.502,7.840909091,7.51,8.125,7.0,5.0,9.0,,6.33,7.0,5.0,9.0,2.8284271247461903,0,7.4365818182,0.8926397792641791,0.8427639462122221,Feminino,Pública,1
16,8.334,9.833333333333334,7.51,8.25,7.333333333333333,9.0,9.0,4.0,8.702,7.333333333333333,4.0,9.0,2.8867513459481287,0,8.342533333333332,0.7456868793004101,1.1585674344295034,Masculino,Privada - Programa de Apadrinhamento,0
